# Annotation file compilation of the Affymetrix Human Genome U133 Set annotation data (chip HGU133A) http://bioconductor.org/packages/release/data/annotation/html/hgu133a.db.html
# and the web tool g:Convert http://biit.cs.ut.ee/gprofiler/gconvert.cgi
#
# List start ->
affy	genesym
212891_s_at	GADD45GIP1
212892_at	ZNF282
212893_at	ZZZ3
212894_at	SUPV3L1
212895_s_at	ABR
212896_at	SKIV2L2
212897_at	CDK19
212898_at	TTI1
212899_at	CDK19
212900_at	SEC24A
212901_s_at	CSTF2T
212902_at	SEC24A
212904_at	LRRC47
212905_at	CSTF2T
212906_at	GRAMD1B
212907_at	SLC30A1
212908_at	DNAJC16
212909_at	LYPD1
212910_at	THAP11
212911_at	DNAJC16
212912_at	RPS6KA2
212913_at	MSH5-SAPCD1
212914_at	CBX7
212915_at	PDZRN3
212916_at	PHF8
212917_x_at	RECQL
212918_at	RECQL
212919_at	DCP2
212920_at	REST
212921_at	SMYD2
212922_s_at	SMYD2
212923_s_at	PXDC1
212924_s_at	LSM4
212925_at	MISP
212926_at	SMC5
212927_at	SMC5
212928_at	TSPYL4
212929_s_at	FAM21C
212930_at	ATP2B1
212931_at	TCF20
212932_at	RAB3GAP1
212933_x_at	RPL13
212934_at	UBXN2B
212935_at	MCF2L
212936_at	FAM172A
212937_s_at	COL6A1
212938_at	COL6A1
212939_at	COL6A1
212940_at	COL6A1
212942_s_at	CEMIP
212943_at	C2CD5
212944_at	SLC5A3
212945_s_at	MGA
212946_at	VWA8
212947_at	SLC9A8
212948_at	CAMTA2
212949_at	NCAPH
212950_at	GPR116
212951_at	GPR116
212952_at	CALR
212953_x_at	CALR
212954_at	DYRK4
212955_s_at	POLR2I
212956_at	TBC1D9
212957_s_at	LINC01278
212958_x_at	PAM
212959_s_at	GNPTAB
212960_at	TBC1D9
212961_x_at	CXORF40B
212962_at	SYDE1
212963_at	TM2D1
212964_at	HIC2
212965_at	HIC2
212966_at	HIC2
212967_x_at	NAP1L1
212968_at	RFNG
212969_x_at	EML3
212970_at	APBB2
212971_at	CARS
212972_x_at	APBB2
212973_at	RPIA
212974_at	DENND3
212975_at	DENND3
212976_at	LRRC8B
212977_at	ACKR3
212978_at	LRRC8B
212979_s_at	FAM115A
212980_at	AHSA2
212981_s_at	FAM115A
212982_at	ZDHHC17
212983_at	HRAS
212984_at	ATF2
212985_at	APBB2
212986_s_at	TLK2
212987_at	FBXO9
212988_x_at	ACTG1
212989_at	SGMS1
212990_at	SYNJ1
212991_at	FBXO9
212992_at	AHNAK2
212993_at	NACC2
212994_at	THOC2
212995_x_at	MZT2B
212996_s_at	URB1
212997_s_at	TLK2
212998_x_at	HLA-DQB1
212999_x_at	HLA-DQB1
213000_at	MORC3
213001_at	ANGPTL2
213002_at	MARCKS
213003_s_at	SPIDR
213004_at	ANGPTL2
213005_s_at	KANK1
213006_at	CEBPD
213007_at	FANCI
213008_at	FANCI
213009_s_at	TRIM37
213010_at	PRKCDBP
213011_s_at	TPI1
213012_at	NEDD4
213013_at	MAPK8IP1
213014_at	MAPK8IP1
213015_at	BBX
213016_at	BBX
213017_at	ABHD3
213018_at	GATAD1
213019_at	RANBP6
213020_at	GOSR1
213021_at	GOSR1
213022_s_at	UTRN
213023_at	UTRN
213024_at	TMF1
213025_at	THUMPD1
213026_at	ATG12
213027_at	TROVE2
213028_at	NFRKB
213029_at	NFIB
213030_s_at	PLXNA2
213031_s_at	WDR73
213032_at	NFIB
213033_s_at	NFIB
213034_at	SIK3
213035_at	ANKRD28
213036_x_at	ATP2A3
213037_x_at	STAU1
213038_at	RNF19B
213039_at	ARHGEF18
213040_s_at	NPTXR
213041_s_at	ATP5D
213042_s_at	ATP2A3
213043_s_at	MED24
213044_at	ROCK1
213045_at	MAST3
213046_at	PABPN1
213047_x_at	SET
213048_s_at	SET
213049_at	RALGAPA1
213050_at	COBL
213051_at	ZC3HAV1
213052_at	PRKAR2A
213053_at	HAUS5
213054_at	HAUS5
213055_at	CD47
213056_at	FRMD4B
213057_at	ATPAF2
213058_at	TTC28
213059_at	CREB3L1
213060_s_at	CHI3L2
213061_s_at	NTAN1
213062_at	NTAN1
213063_at	ZC3H14
213064_at	ZC3H14
213065_at	ZFC3H1
213066_at	RUSC2
213067_at	MYH10
213068_at	DPT
213069_at	HEG1
213070_at	PIK3C2A
213071_at	DPT
213072_at	CYHR1
213073_at	ZFYVE26
213074_at	PHIP
213075_at	OLFML2A
213076_at	ITPKC
213077_at	YTHDC2
213078_x_at	LPCAT4
213079_at	TSR2
213080_x_at	RPL5P34
213081_at	ZBTB22
213082_s_at	SLC35D2
213083_at	SLC35D2
213084_x_at	RPL23A
213085_s_at	WWC1
213086_s_at	CSNK1A1
213087_s_at	EEF1D
213088_s_at	DNAJC9
213089_at	213089_AT
213090_s_at	TAF4
213091_at	CRTC1
213092_x_at	DNAJC9
213093_at	PRKCA
213094_at	GPR126
213095_x_at	AIF1
213096_at	TMCC2
213097_s_at	DNAJC2
213098_at	RQCD1
213099_at	ANGEL1
213100_at	UNC5B
213101_s_at	ACTR3
213102_at	ACTR3
213103_at	STARD13
213104_at	TSR3
213105_s_at	TSR3
213106_at	ATP8A1
213107_at	TNIK
213108_at	CAMK2A
213109_at	TNIK
213110_s_at	COL4A5
213111_at	PIKFYVE
213112_s_at	SQSTM1
213113_s_at	SLC43A3
213114_at	213114_AT
213115_at	ATG4A
213116_at	NEK3
213117_at	KLHL9
213118_at	UHRF1BP1L
213119_at	SLC36A1
213120_at	UHRF1BP1L
213121_at	SNRNP70
213122_at	TSPYL5
213123_at	MFAP3
213124_at	ZNF473
213125_at	OLFML2B
213126_at	MED8
213127_s_at	MED8
213128_s_at	UBE3A
213129_s_at	GCSH
213130_at	ZNF473
213131_at	OLFM1
213132_s_at	MCAT
213133_s_at	GCSH
213134_x_at	BTG3
213135_at	TIAM1
213136_at	PTPN2
213137_s_at	PTPN2
213138_at	ARID5A
213139_at	SNAI2
213140_s_at	SS18L1
213141_at	PSKH1
213142_x_at	GSAP
213143_at	C2ORF72
213144_at	GOSR2
213145_at	FBXL14
213146_at	KDM6B
213147_at	HOXA10
213148_at	C2ORF72
213149_at	DLAT
213150_at	HOXA10
213151_s_at	SEPT7
213152_s_at	SRSF8
213153_at	SETD1B
213154_s_at	BICD2
213155_at	WSCD1
213156_at	MIR568
213157_s_at	WSCD1
213158_at	213158_AT
213159_at	PCNX
213160_at	DOCK2
213161_at	TSTD2
213162_at	DYNC1LI2
213164_at	SLC5A3
213165_at	CEP350
213166_x_at	MZT2A
213167_s_at	SLC5A3
213168_at	SP3
213169_at	SEMA5A
213170_at	GPX7
213171_s_at	MMP24
213172_at	TTC9
213173_at	PCNX
213174_at	TTC9
213175_s_at	SNRPB
213176_s_at	LTBP4
213177_at	MAPK8IP3
213178_s_at	MAPK8IP3
213179_at	RQCD1
213180_s_at	GOSR2
213181_s_at	MOCS1
213182_x_at	CDKN1C
213183_s_at	CDKN1C
213184_at	SENP5
213185_at	KIAA0556
213186_at	DZIP3
213187_x_at	FTL
213188_s_at	MINA
213189_at	MINA
213190_at	COG7
213191_at	TICAM1
213192_at	THAP3
213193_x_at	TRBV28
213194_at	ROBO1
213195_at	LYRM9
213196_at	ZNF629
213197_at	ASTN1
213198_at	ACVR1B
213199_at	C2CD3
213200_at	SYP
213201_s_at	TNNT1
213202_at	SETD1A
213203_at	SNAPC5
213204_at	CUL9
213205_s_at	RAD54L2
213206_at	GOSR2
213207_s_at	GOSR2
213208_at	GLTSCR1L
213209_at	TAF6L
213210_at	TAF6L
213211_s_at	TAF6L
213212_x_at	GOLGA6L4
213213_at	DIDO1
213214_x_at	ACTG1
213215_at	AP3S2
213216_at	OTUD3
213217_at	ADCY2
213218_at	ZSCAN26
213219_at	ADCY2
213220_at	BBIP1
213221_s_at	SIK2
213222_at	PLCB1
213223_at	RPL28
213224_s_at	BBIP1
213225_at	PPM1B
213226_at	CCNA2
213227_at	PGRMC2
213228_at	PDE8B
213229_at	DICER1
213230_at	CDR2L
213231_at	DMWD
213232_at	KIAA1467
213233_s_at	KLHL9
213234_at	KIAA1467
213235_at	KNOP1
213236_at	SASH1
213237_at	KNOP1
213238_at	ATP10D
213239_at	PIBF1
213240_s_at	KRT4
213241_at	PLXNC1
213242_x_at	CEP170B
213243_at	VPS13B
213244_at	SCAMP4
213245_at	ADCY1
213246_at	TMEM251
213247_at	SVEP1
213248_at	LOC730101
213249_at	FBXL7
213250_at	CCDC85B
213251_at	SMARCA5
213252_at	SH3PXD2A
213253_at	SMC2
213254_at	TNRC6B
213256_at	MARCH3
213257_at	SARM1
213258_at	TFPI
213259_s_at	SARM1
213260_at	FOXC1
213261_at	TRANK1
213262_at	SACS
213263_s_at	PCBP2
213264_at	PCBP2
213265_at	PGA4
213266_at	TP53BP1
213267_at	DOPEY1
213268_at	CAMTA1
213269_at	ZNF248
213270_at	MPP2
213271_s_at	DOPEY1
213272_s_at	TMEM159
213273_at	TENM4
213274_s_at	CTSB
213275_x_at	CTSB
213276_at	CAMK2B
213277_at	ZFP36L1
213278_at	MTMR9
213279_at	DHRS1
213280_at	RAP1GAP2
213281_at	JUN
213282_at	APOOL
213283_s_at	SALL2
213284_at	ZFP36L1
213285_at	TMEM30B
213286_at	ZFR
213287_s_at	KRT10
213288_at	MBOAT2
213289_at	APOOL
213290_at	COL6A2
213291_s_at	UBE3A
213292_s_at	SNX13
213293_s_at	TRIM22
213294_at	EIF2AK2
213295_at	CYLD
213296_at	RER1
213297_at	RMND5B
213298_at	NFIC
213299_at	ZBTB7A
213300_at	ATG2A
213301_x_at	TRIM24
213302_at	PFAS
213303_x_at	ZBTB7A
213304_at	FAM179B
213305_s_at	PPP2R5C
213306_at	MPDZ
213307_at	SHANK2
213308_at	SHANK2
213309_at	PLCL2
213310_at	CASC7
213311_s_at	TCF25
213312_at	SMIM8
213313_at	RABGAP1
213314_at	SMIM8
213315_x_at	CXORF40B
213316_at	KIAA1462
213317_at	CLIC5
213318_s_at	BAG6
213319_s_at	YBX3
213320_at	PRMT3
213321_at	BCKDHB
213322_at	OARD1
213323_s_at	ZC3H7B
213324_at	SRC
213325_at	PVRL3
213326_at	VAMP1
213327_s_at	USP12
213328_at	NEK1
213329_at	SRGAP2
213330_s_at	STIP1
213331_s_at	NEK1
213332_at	PAPPA2
213333_at	MDH2
213334_x_at	HAUS7
213335_s_at	ST3GAL6
213336_at	BAZ1B
213337_s_at	SOCS1
213338_at	TMEM158
213339_at	TP73-AS1
213340_s_at	TP73-AS1
213341_at	FEM1C
213342_at	YAP1
213343_s_at	GDPD5
213344_s_at	HMBS
213345_at	NFATC4
213346_at	TEX30
213347_x_at	RPS4X
213348_at	CDKN1C
213349_at	TMCC1
213350_at	RPS11
213351_s_at	TMCC1
213352_at	TMCC1
213353_at	ABCA5
213354_s_at	NR2F6
213355_at	ST3GAL6
213356_x_at	HNRNPA1
213357_at	GTF2H5
213358_at	MTCL1
213359_at	HNRNPD
213360_s_at	POM121C
213361_at	TDRD7
213362_at	PTPRD
213363_at	CA5BP1
213364_s_at	SNX1
213365_at	ERI2
213366_x_at	ATP5C1
213367_at	LOC155060
213368_x_at	PPFIA3
213369_at	CDHR1
213370_s_at	SFMBT1
213371_at	LDB3
213372_at	PAQR3
213373_s_at	CASP8
213374_x_at	HIBCH
213375_s_at	N4BP2L1
213376_at	ZBTB1
213377_x_at	RPS12
213378_s_at	DDX11
213379_at	COQ2
213380_x_at	MST1L
213381_at	VSTM4
213382_at	MST1L
213383_at	SBF1
213384_x_at	PLCB3
213385_at	CHN2
213386_at	TMEM246
213387_at	ATAD2B
213388_at	PDE4DIP
213389_at	ZNF592
213390_at	ZC3H4
213391_at	DPY19L4
213392_at	IQCK
213393_at	MFSD9
213394_at	MAPKBP1
213395_at	MLC1
213396_s_at	AKAP10
213397_x_at	RNASE4
213398_s_at	SDR39U1
213399_x_at	RPN2
213400_s_at	TBL1X
213401_s_at	TBL1X
213402_at	ZNF787
213403_at	MFSD9
213404_s_at	RHEB
213405_at	RAB22A
213406_at	213406_AT
213407_at	PHLPP2
213408_s_at	PI4KAP2
213409_s_at	RHEB
213410_at	EDRF1
213411_at	ADAM22
213412_at	TJP3
213413_at	STON1
213414_s_at	RPS19
213415_at	CLIC2
213416_at	213416_AT
213417_at	TBX2
213418_at	HSPA7
213419_at	APBB2
213420_at	DHX57
213421_x_at	PRSS3
213422_s_at	MXRA8
213423_x_at	TUSC3
213424_at	KIAA0895
213425_at	WNT5A
213426_s_at	CAV2
213427_at	RPP40
213428_s_at	COL6A1
213429_at	BICC1
213430_at	RUFY3
213431_x_at	SFI1
213432_at	MUC5B
213433_at	ARL3
213434_at	STX2
213435_at	SATB2
213436_at	CNR1
213437_at	RUFY3
213438_at	NFASC
213439_x_at	RUNDC3A
213440_at	RAB1A
213441_x_at	SPDEF
213442_x_at	SPDEF
213443_at	TRADD
213444_at	ZNF862
213445_at	ZC3H3
213446_s_at	IQGAP1
213447_at	SNHG14
213448_at	213448_AT
213449_at	POP1
213450_s_at	ICOSLG
213451_x_at	TNXB
213452_at	ZNF184
213453_x_at	GAPDH
213454_at	APITD1
213455_at	FAM114A1
213456_at	SOSTDC1
213457_at	MFHAS1
213458_at	FAM149B1
213459_at	RPL37A
213460_x_at	NSUN5P1
213461_at	NUDT21
213462_at	NPAS2
213463_s_at	FAM149B1
213464_at	SHC2
213465_s_at	PPP1R7
213466_at	RAB40C
213467_at	RND2
213468_at	ERCC2
213469_at	PGAP1
213470_s_at	HNRNPH1
213471_at	NPHP4
213472_at	HNRNPH1
213473_at	BRAP
213474_at	KCTD7
213475_s_at	ITGAL
213476_x_at	TUBB4A
213477_x_at	EEF1A1
213478_at	KAZN
213479_at	NPTX2
213480_at	VAMP4
213481_at	S100A13
213482_at	DOCK3
213483_at	PPWD1
213484_at	ADD2
213485_s_at	ABCC10
213486_at	213486_AT
213487_at	MAP2K2
213488_at	SNED1
213489_at	MAPRE2
213490_s_at	MAP2K2
213491_x_at	RPN2
213492_at	COL2A1
213493_at	SNED1
213494_s_at	YY1
213495_s_at	RRBP1
213496_at	LPPR4
213497_at	ABTB2
213498_at	CREB3L1
213499_at	CLCN2
213500_at	213500_AT
213501_at	ACOX1
213502_x_at	GUSBP11
213503_x_at	ANXA2
213504_at	COPS6
213505_s_at	SUGP2
213506_at	F2RL1
213507_s_at	KPNB1
213508_at	SPTSSA
213509_x_at	CES2
213510_x_at	USP32P2
213511_s_at	MTMR1
213512_at	C14ORF79
213513_x_at	ARPC2
213514_s_at	DIAPH1
213515_x_at	HBG2
213516_at	AKAP13
213517_at	PCBP2
213518_at	PRKCI
213519_s_at	LAMA2
213520_at	RECQL4
213521_at	PTPN18
213522_s_at	CSNK1D
213523_at	CCNE1
213524_s_at	G0S2
213525_at	213525_AT
213526_s_at	LIN37
213527_s_at	ZNF688
213528_at	METTL18
213529_at	ZNF688
213530_at	RAB3GAP1
213531_s_at	RAB3GAP1
213532_at	ADAM17
213533_at	213533_AT
213534_s_at	PASK
213535_s_at	UBE2I
213536_s_at	UBE2I
213537_at	HLA-DPA1
213538_at	SON
213539_at	CD3D
213540_at	HSD17B8
213541_s_at	ERG
213542_at	ZNF710
213543_at	SGCD
213544_at	ING2
213545_x_at	SNX3
213546_at	DKFZP586I1420
213547_at	CAND2
213548_s_at	CDV3
213549_at	PDZD8
213550_s_at	TMCO6
213551_x_at	PCGF2
213552_at	GLCE
213553_x_at	APOC1
213554_s_at	CDV3
213555_at	RWDD2A
213556_at	PINLYP
213557_at	213557_AT
213558_at	PCLO
213559_s_at	ZNF467
213560_at	GADD45B
213561_at	213561_AT
213562_s_at	SQLE
213563_s_at	TUBGCP2
213564_x_at	LDHB
213565_s_at	SMAD6
213566_at	RNASE6
213567_at	KPNA4
213568_at	OSR2
213569_at	LOC100506603
213570_at	EIF4E2
213571_s_at	EIF4E2
213572_s_at	SERPINB1
213573_at	KPNB1
213574_s_at	KPNB1
213575_at	TRA2A
213577_at	SQLE
213578_at	BMPR1A
213579_s_at	EP300
213580_at	213580_AT
213581_at	PDCD2
213582_at	213582_AT
213583_x_at	EEF1A1
213584_s_at	CREBZF
213585_s_at	213585_S_AT
213586_at	213586_AT
213587_s_at	ATP6V0E2
213588_x_at	RPL14
213589_s_at	B3GNTL1
213590_at	213590_AT
213591_at	ALDH7A1
213592_at	APLNR
213593_s_at	213593_S_AT
213594_x_at	SRSF10
213595_s_at	CDC42BPA
213596_at	CASP4
213597_s_at	213597_S_AT
213598_at	213598_AT
213599_at	OIP5
213600_at	SIPA1L3
213601_at	SLIT1
213602_s_at	213602_S_AT
213603_s_at	RAC2
213604_at	TCEB3
213605_s_at	213605_S_AT
213606_s_at	ARHGDIA
213607_x_at	NADK
213608_s_at	SRRD
213609_s_at	SEZ6L
213610_s_at	KLHL23
213611_at	AQP5
213612_x_at	NBPF8
213613_s_at	213613_S_AT
213614_x_at	EEF1A1
213615_at	213615_AT
213616_at	TPGS2
213617_s_at	TPGS2
213618_at	ARAP2
213619_at	213619_AT
213620_s_at	ICAM2
213621_s_at	213621_S_AT
213622_at	COL9A2
213623_at	KIF3A
213624_at	SMPDL3A
213625_at	ZKSCAN4
213626_at	CBR4
213627_at	MAGED2
213628_at	CLCC1
213629_x_at	MT1F
213630_at	NACAD
213631_x_at	213631_X_AT
213632_at	DHODH
213633_at	SH3BP1
213634_s_at	TRMU
213635_s_at	213635_S_AT
213636_at	KIAA1045
213637_at	DDX52
213638_at	PHACTR1
213639_s_at	ZNF500
213640_s_at	LOX
213641_at	ZNF500
213642_at	213642_AT
213643_s_at	INPP5B
213644_at	CEP112
213645_at	ENOSF1
213646_x_at	TUBA1B
213647_at	DNA2
213648_at	EXOSC7
213649_at	SRSF7
213650_at	GOLGA8B
213651_at	INPP5J
213652_at	PCSK5
213653_at	METTL3
213654_at	TAF5L
213655_at	213655_AT
213656_s_at	KLC1
213657_s_at	213657_S_AT
213658_at	213658_AT
213659_at	ZNF75D
213660_s_at	TOP3B
213661_at	PAMR1
213662_at	213662_AT
213663_s_at	213663_S_AT
213664_at	SLC1A1
213665_at	213665_AT
213666_at	SEPT6
213667_at	SRCAP
213668_s_at	SOX4
213669_at	FCHO1
213670_x_at	NSUN5P1
213671_s_at	MARS
213672_at	MARS
213673_x_at	213673_X_AT
213674_x_at	IGHD
213675_at	213675_AT
213676_at	TMEM151B
213677_s_at	PMS1
213678_at	TMEM151B
213679_at	TTC30A
213680_at	KRT6B
213681_at	CYHR1
213682_at	NUP50
213683_at	ACSL6
213684_s_at	PDLIM5
213685_at	TCEB3-AS1
213686_at	VPS13A
213687_s_at	RPL35A
213688_at	CALM1
213689_x_at	FAM69A
213690_s_at	PTOV1-AS2
213691_at	PTOV1-AS2
213692_s_at	213692_S_AT
213693_s_at	MUC1
213694_at	RSBN1
213695_at	PON3
213696_s_at	MED8
213697_at	213697_AT
213698_at	ZMYM6NB
213699_s_at	YWHAQ
213700_s_at	PKM
213701_at	C12ORF29
213702_x_at	ASAH1
213703_at	LINC00342
213704_at	RABGGTB
213705_at	GGCX
213706_at	GPD1
213707_s_at	DLX5
213708_s_at	MLX
213709_at	BHLHB9
213710_s_at	213710_S_AT
213711_at	KRT81
213712_at	ELOVL2
213713_s_at	GLB1L2
213714_at	CACNB2
213715_s_at	KANK3
213716_s_at	SECTM1
213717_at	LDB3
213718_at	RBM4
213719_s_at	213719_S_AT
213720_s_at	SMARCA4
213721_at	SOX2
213722_at	SOX2
213723_s_at	213723_S_AT
213724_s_at	PDK2
213725_x_at	XYLT1
213726_x_at	TUBB4B
213727_x_at	MPPE1
213728_at	LAMP1
213729_at	PRPF40A
213730_x_at	TCF3
213731_s_at	213731_S_AT
213732_at	213732_AT
213733_at	MYO1F
213734_at	RFC5
213735_s_at	COX5B
213736_at	213736_AT
213737_x_at	GOLGA8N
213738_s_at	ATP5A1
213739_at	213739_AT
213740_s_at	TMEM262
213741_s_at	KPNA1
213742_at	SRSF11
213743_at	CCNT2
213744_at	ATRNL1
213745_at	ATRNL1
213746_s_at	FLNA
213747_at	213747_AT
213748_at	TRIM66
213749_at	MASP1
213750_at	RSL1D1
213751_at	PPP1R37
213752_at	KAZN
213753_x_at	EIF5A
213754_s_at	PAIP1
213755_s_at	213755_S_AT
213756_s_at	HSF1
213757_at	GPS2
213758_at	COX4I1
213759_at	213759_AT
213760_s_at	ZNF330
213761_at	MDM1
213762_x_at	RBMXP2
213763_at	HIPK2
213764_s_at	MFAP5
213765_at	MFAP5
213766_x_at	GNA11
213767_at	KSR1
213768_s_at	ASCL1
213769_at	KSR1
213770_at	213770_AT
213771_at	IRF2BP1
213772_s_at	GGA2
213773_x_at	NSUN5
213774_s_at	213774_S_AT
213775_x_at	ZNF638
213776_at	213776_AT
213777_s_at	213777_S_AT
213778_x_at	ZNF276
213779_at	EMID1
213780_at	TCHH
213781_at	PPP1R37
213782_s_at	MYOZ2
213783_at	213783_AT
213784_at	IFT27
213785_at	IPO9
213786_at	TAX1BP1
213787_s_at	EBP
213788_s_at	LINC00094
213789_at	213789_AT
213790_at	ADAM12
213791_at	PENK
213792_s_at	INSR
213793_s_at	HOMER1
213794_s_at	NGDN
213795_s_at	PTPRA
213796_at	SPRR1A
213797_at	RSAD2
213798_s_at	CAP1
213799_s_at	PTPRA
213800_at	CFH
213801_x_at	RPSAP58
213802_at	PRSS12
213803_at	KPNB1
213804_at	INPP5B
213805_at	213805_AT
213806_at	213806_AT
213807_x_at	MET
213808_at	ADAM23
213809_x_at	213809_X_AT
213810_s_at	213810_S_AT
213811_x_at	TCF3
213812_s_at	CAMKK2
213813_x_at	213813_X_AT
213814_s_at	213814_S_AT
213815_x_at	CACTIN
213816_s_at	MET
213817_at	IRAK3
213818_x_at	NXF1
213819_s_at	213819_S_AT
213820_s_at	STARD5
213821_s_at	213821_S_AT
213822_s_at	UBE3B
213823_at	HOXA11
213824_at	OLIG2
213825_at	OLIG2
213826_s_at	213826_S_AT
213827_at	ARHGAP33
213828_x_at	H3F3AP4
213829_x_at	RTEL1
213830_at	213830_AT
213831_at	HLA-DQA1
213832_at	KCND3
213833_x_at	213833_X_AT
213834_at	IQSEC3
213835_x_at	GTPBP3
213836_s_at	WIPI1
213837_at	L3MBTL1
213838_at	NOL7
213839_at	CLMN
213840_s_at	213840_S_AT
213841_at	TNR
213842_x_at	NSUN5
213843_x_at	SLC6A8
213844_at	HOXA5
213845_at	GRIK2
213846_at	COX7C
213847_at	PRPH
213848_at	DUSP7
213849_s_at	PPP2R2B
213850_s_at	SCAF11
213851_at	TMEM110
213852_at	RBM8A
213853_at	DNAJC24
213854_at	SYNGR1
213855_s_at	LIPE
213856_at	213856_AT
213857_s_at	CD47
213858_at	ZNF250
213859_x_at	SMARCA5
213860_x_at	CSNK1A1
213861_s_at	METTL21B
213862_at	213862_AT
213863_s_at	OAZ3
213864_s_at	NAP1L1
213865_at	DCBLD2
213866_at	SAMD14
213867_x_at	ACTB
213868_s_at	PCNXL4
213869_x_at	THY1
213870_at	COL11A2
213871_s_at	CUL9
213872_at	213872_AT
213873_at	213873_AT
213874_at	SERPINA4
213875_x_at	C6ORF62
213876_x_at	ZRSR2
213877_x_at	TCEB2
213878_at	PYROXD1
213879_at	213879_AT
213880_at	LGR5
213881_x_at	SUMO2P3
213882_at	213882_AT
213883_s_at	TM2D1
213884_s_at	TRIM3
213885_at	TRIM3
213887_s_at	POLR2E
213888_s_at	TRAF3IP3
213889_at	PIGL
213890_x_at	RPS16
213891_s_at	TCF4
213892_s_at	APRT
213893_x_at	DTX2P1-UPK3BP1-PMS2P11
213894_at	THSD7A
213895_at	EMP1
213896_x_at	FAM149B1
213897_s_at	MRPL23
213898_at	213898_AT
213899_at	METAP2
213900_at	FAM189A2
213901_x_at	RBFOX2
213902_at	ASAH1
213903_s_at	213903_S_AT
213904_at	FRRS1L
213905_x_at	BGN
213906_at	MYBL1
213907_at	213907_AT
213908_at	WHAMMP2
213909_at	LRRC15
213910_at	IGFBP7
213911_s_at	H2AFZ
213912_at	TBC1D30
213913_s_at	TBC1D30
213914_s_at	213914_S_AT
213915_at	NKG7
213916_at	ZNF20
213917_at	PAX8
213918_s_at	NIPBL
213919_at	213919_AT
213920_at	CUX2
213921_at	SST
213922_at	TTBK2
213923_at	RAP2B
213924_at	GNAL
213925_at	C1ORF95
213926_s_at	AGFG1
213927_at	MAP3K9
213928_s_at	213928_S_AT
213929_at	EXPH5
213930_at	ATG12
213931_at	ID2
213932_x_at	HLA-A
213933_at	PTGER3
213934_s_at	ZNF23
213935_at	213935_AT
213936_x_at	SFTPB
213937_s_at	FTSJ1
213938_at	ERC2
213939_s_at	RUFY3
213940_s_at	FNBP1
213941_x_at	RPS7P11
213942_at	MEGF6
213943_at	TWIST1
213944_x_at	GNA11
213945_s_at	213945_S_AT
213946_s_at	OBSL1
213947_s_at	NUP210
213948_x_at	CADM3
213949_s_at	213949_S_AT
213950_s_at	213950_S_AT
213951_s_at	PSMC3IP
213952_s_at	213952_S_AT
213953_at	KRT20
213954_at	FAM169A
213955_at	MYOZ3
213956_at	CEP350
213957_s_at	CEP350
213958_at	CD6
213959_s_at	RPGRIP1L
213960_at	NTRK3
213961_s_at	TMEM223
213962_s_at	213962_S_AT
213963_s_at	213963_S_AT
213964_x_at	213964_X_AT
213965_s_at	CHD5
213966_at	213966_AT
213967_at	RALYL
213968_at	213968_AT
213969_x_at	RPL29
213970_at	RABL3
213971_s_at	SUZ12P1
213972_at	FOXD1-AS1
213973_at	213973_AT
213974_at	ADAMTSL3
213975_s_at	LYZ
213976_at	CIZ1
213977_s_at	CIZ1
213978_at	MTSS1L
213979_s_at	213979_S_AT
213980_s_at	CTBP1
213981_at	COMT
213982_s_at	RABGAP1L
213983_s_at	PDS5A
213984_at	PDS5A
213985_s_at	213985_S_AT
213986_s_at	TMEM259
213987_s_at	213987_S_AT
213988_s_at	SAT1
213989_x_at	SETD4
213990_s_at	PAK7
213991_s_at	213991_S_AT
213992_at	COL4A6
213993_at	SPON1
213994_s_at	SPON1
213995_at	ATP5S
213996_at	YPEL1
213997_at	FAM189A1
213998_s_at	DDX17
213999_at	213999_AT
214000_s_at	214000_S_AT
214001_x_at	214001_X_AT
214002_at	MYL6
214003_x_at	RPS20
214004_s_at	VGLL4
214005_at	GGCX
214006_s_at	GGCX
214007_s_at	TWF1
214008_at	214008_AT
214009_at	MSL3
214010_s_at	ATP9B
214011_s_at	NOP16
214012_at	ERAP1
214013_s_at	214013_S_AT
214014_at	CDC42EP2
214015_at	SOCS7
214016_s_at	SFPQ
214017_s_at	DHX34
214018_at	GRIP1
214019_at	214019_AT
214020_x_at	214020_X_AT
214021_x_at	214021_X_AT
214022_s_at	IFITM1
214023_x_at	TUBB2B
214024_s_at	214024_S_AT
214025_at	214025_AT
214026_s_at	214026_S_AT
214027_x_at	DES
214028_x_at	TDRD3
214029_at	214029_AT
214030_at	CRYBG3
214031_s_at	214031_S_AT
214032_at	ZAP70
214033_at	ABCC6P2
214034_at	ERAP1
214035_x_at	NPIPP1
214036_at	EFNA5
214037_s_at	CCDC22
214038_at	CCL8
214039_s_at	LAPTM4B
214040_s_at	GSN
214041_x_at	214041_X_AT
214042_s_at	RPL22
214043_at	PTPRD
214044_at	RYR2
214045_at	LIAS
214046_at	FUT9
214047_s_at	MBD4
214048_at	MBD4
214049_x_at	CD7
214050_at	214050_AT
214051_at	TMSB15B
214052_x_at	214052_X_AT
214053_at	ERBB4
214054_at	DOK2
214055_x_at	PRRC2C
214056_at	214056_AT
214057_at	214057_AT
214058_at	MYCL
214059_at	IFI44
214060_at	214060_AT
214061_at	TBC1D31
214062_x_at	NFKBIB
214063_s_at	TF
214064_at	TF
214065_s_at	214065_S_AT
